time (ms),datetime,samples,Viavi.UE.Name,Viavi.UE.Slice,Viavi.Cell.Name,Viavi.Cell.beam,Viavi.mMIMO.Type,Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.RsSinr,Viavi.UE.targetThroughputDl,Viavi.UE.anomalies,Viavi.QoS.Priority,Viavi.QoS.5qi,Viavi.DL.Latency,Viavi.QoS.Score,DRB.UECqiUl,DRB.UEBlerUl,Viavi.DRB.UeMcsUl,DRB.UEThpUl,RRU.PrbUsedUl,TB.TotNbrUl,DRB.UECqiDl,DRB.UEBlerDl,Viavi.DRB.UeMcsDl,DRB.UEThpDl,RRU.PrbUsedDl,RRU.PrbTotDl,RRU.PrbTotUl,TB.TotNbrDl,Viavi.CA.cells,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.UE.servingDistance,RRC.timingAdvance,Viavi.UE.RI
1672534800000,2023-01-01 01:00:00 ~ 01:14:59,900,Pedestrian-198,eMBB,S4/N12/C3,0,CSI-RS,-99,-11,8,0.8,0,20,1,0,98,0,0,0,0.0216064,7,4049.5,8,0.0842386,14,0.784668,3,2.83019,6.60377,36460.5,1,1274,-416,2,906,0,1
1672534800000,2023-01-01 01:00:00 ~ 01:14:59,900,Pedestrian-199,eMBB,S1/N1/C3,0,CSI-RS,-84,-10,38,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4049.5,15,0,28,1.38965,2,1.88679,23.5849,36461.5,1,-959,729,2,459,0,1
1672534800000,2023-01-01 01:00:00 ~ 01:14:59,900,Pedestrian-200,eMBB,S5/N1/C2,0,CSI-RS,-92,-10,30,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4049.5,15,0,28,1.38965,2,1.88679,23.5849,36461.5,1,-1218,-1070,2,706,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-1,eMBB,S7/N12/C2,0,CSI-RS,-120,-12,2,0.8,0,20,1,0,94,0,0,0,0.0351868,11,4947.5,5,0.0739636,6,0.749023,7,6.60377,10.3774,44559.5,1,1423,-775,32,506,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-2,eMBB,S3/N12/C3,0,CSI-RS,-117,-12,3,0.8,0,20,1,0,89,0,0,0,0.0831909,25,4945.5,6,0.0964521,8,0.712891,5,4.71698,23.5849,44557.5,1,-1938,83,12,985,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-3,eMBB,S7/N12/C2,0,CSI-RS,-121,-13,1,0.8,0,20,1,0,89,0,0,0,0.0312042,10,4949.5,4,0.0733508,5,0.712891,8,7.54717,9.43396,44561.5,1,1744,-1406,46,1050,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-4,eMBB,S1/N12/C2,0,CSI-RS,-136,-24,-13,0.8,0,20,1,0,91,0,0,0,0.0351868,11,4947.5,0,1,0,0.727051,25,23.5849,10.3774,44553.5,1,520,-1309,36,2454,7,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-5,eMBB,S4/N12/C3,0,CSI-RS,-133,-22,-10,0.8,0,20,1,0,40.5,0,0,0,0.0216064,7,4947.5,0,0.638128,0,0.327637,11.3333,10.6918,6.60377,22306,1,1730,-1331,26,1579,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-6,eMBB,S5/N1/C2,0,CSI-RS,-157,-44,-24,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4949.5,0,1,0,0.727051,25,23.5849,23.5849,44561.5,1,-1974,99,2,962,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-7,eMBB,S3/N12/C2,0,CSI-RS,-139,-27,-16,0.8,0,20,1,0,85.5,0,0,0,0.052002,16,4947.5,0,1,0,0.6875,23.75,22.4057,15.0943,44550.5,1,473,-1316,26,1985,1,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-8,eMBB,S3/N12/C2,0,CSI-RS,-113,-11,7,0.8,0,20,1,0,118,0,0,0,0.0487976,15,4945.5,8,0.0833153,13,0.943359,4,3.77358,14.1509,44551.5,1,-622,-160,12,400,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-9,eMBB,S1/N12/C3,0,CSI-RS,-125,-15,-2,0.8,0,20,1,0,91,0,0,0,0.0175934,6,4947.5,3,0.0973005,3,0.727051,12,11.3208,5.66038,44548.5,1,-1398,1106,2,885,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-10,eMBB,S4/N12/C3,0,CSI-RS,-125,-15,-3,0.8,0,20,1,0,58,0,0,0,0.0216064,7,4947.5,3,0.086908,2,0.464355,10.5,9.90566,6.60377,44559.5,1,1320,-850,26,1233,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-11,eMBB,S3/N1/C1,0,CSI-RS,-123,-14,0,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4947.5,4,0.0687312,4,0.727051,10,9.43396,23.5849,44559.5,1,-711,553,32,545,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-12,eMBB,S3/N12/C2,0,CSI-RS,-126,-17,-5,0.8,0,20,1,0,85.5,0,0,0,0.0487976,15,4947.5,2,0.0724392,0,0.6875,23.75,22.4057,14.1509,44550.5,1,-246,-623,26,986,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-13,eMBB,S6/N12/C1,0,CSI-RS,-105,-10,16,0.8,0,20,1,0,139,0,0,0,0.0383911,12,4946.5,13,0.0904978,24,1.1084,2,1.88679,11.3208,44550.5,1,-245,-590,32,472,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-14,eMBB,S1/N12/C2,0,CSI-RS,-157,-44,-24,0.8,0,20,1,0,91,0,0,0,0.0351868,11,4949.5,0,1,0,0.727051,25,23.5849,10.3774,44536.5,1,-1542,1432,12,1135,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-15,eMBB,S1/N12/C3,0,CSI-RS,-116,-11,5,0.8,0,20,1,0,89,0,0,0,0.0175934,6,4947.5,7,0.0841315,11,0.712891,4,3.77358,5.66038,44547.5,1,-726,542,32,412,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-16,eMBB,S4/N12/C3,0,CSI-RS,-135,-24,-13,0.8,0,20,1,0,41.5011,0,0,0,0.0216064,7,4947.5,0,1,0,0.330361,11.6252,10.9672,6.60377,27867.6,1,783,-1134,16,1769,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-17,eMBB,S5/N12/C2,0,CSI-RS,-111,-11,11,0.8,0,20,1,0,91,0,0,0,0.0695801,21,4947.5,10,0.0895555,19,0.727051,2,1.88679,19.8113,44559.5,1,-1552,-1082,16,406,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-18,eMBB,S6/N12/C2,0,CSI-RS,-125,-15,-2,0.8,0,20,1,0,91,0,0,0,0.0695801,21,4947.5,3,0.0973005,3,0.727051,12,11.3208,19.8113,44559.5,1,521,-1225,42,672,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-19,eMBB,S4/N12/C3,0,CSI-RS,-132,-21,-9,0.8,0,20,1,0,40.5,0,0,0,0.0216064,7,4947.5,0,0.409084,0,0.327637,11.3333,10.6918,6.60377,22303,1,1399,-896,12,1240,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-20,eMBB,S3/N12/C1,0,CSI-RS,-119,-12,2,0.8,0,20,1,0,94,0,0,0,0.0592041,18,4947.5,5,0.0739636,6,0.749023,7,6.60377,16.9811,44559.5,1,-744,589,16,564,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-21,eMBB,S3/N12/C2,0,CSI-RS,-133,-22,-11,0.8,0,20,1,0,85.5,0,0,0,0.0487976,15,4947.5,0,1,0,0.6875,23.75,22.4057,14.1509,44550.5,1,566,-1327,12,2060,2,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-22,eMBB,S4/N12/C3,0,CSI-RS,-133,-22,-10,0.8,0,20,1,0,41.5011,0,0,0,0.0216064,7,4947.5,0,0.638128,0,0.330361,11.6252,10.9672,6.60377,27866.9,1,1487,-802,46,1120,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-23,eMBB,S4/N12/C3,0,CSI-RS,-131,-20,-8,0.8,0,20,1,0,40.5,0,0,0,0.0216064,7,4947.5,1,0.263255,0,0.327515,11.3333,10.6918,6.60377,22303,1,1387,-914,26,1262,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-24,eMBB,S6/N12/C1,0,CSI-RS,-109,-11,10,0.8,0,20,1,0,128,0,0,0,0.0383911,12,4945.5,10,0.088032,18,1.02246,3,2.83019,11.3208,44548.5,1,-247,-606,46,458,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-25,eMBB,S1/N12/C3,0,CSI-RS,-114,-11,5,0.8,0,20,1,0,89,0,0,0,0.0175934,6,4947.5,7,0.0841315,11,0.712891,4,3.77358,5.66038,44548.5,1,-731,554,32,404,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-26,eMBB,S1/N12/C1,0,CSI-RS,-124,-14,-2,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4947.5,3,0.0973005,3,0.727051,12,11.3208,23.5849,44559.5,1,-1103,1433,12,774,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-27,eMBB,S6/N12/C1,0,CSI-RS,-117,-12,2,0.8,0,20,1,0,94,0,0,0,0.0383911,12,4949.5,5,0.0739636,6,0.749023,7,6.60377,11.3208,44561.5,1,-213,-544,32,510,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-29,eMBB,S3/N12/C1,0,CSI-RS,-113,-11,8,0.8,0,20,1,0,98,0,0,0,0.0552063,17,4947.5,8,0.0842386,14,0.784668,3,2.83019,16.0377,44559.5,1,-727,545,36,531,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-30,eMBB,S7/N12/C2,0,CSI-RS,-122,-13,0,0.8,0,20,1,0,91,0,0,0,0.0312042,10,4949.5,4,0.0687312,4,0.727051,10,9.43396,9.43396,44561.5,1,1836,-993,12,948,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-32,eMBB,S1/N12/C1,0,CSI-RS,-129,-18,-6,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4947.5,2,0.110663,0,0.727051,25,23.5849,23.5849,44559.5,1,-1105,1434,16,776,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-33,eMBB,S1/N12/C3,0,CSI-RS,-94,-10,27,0.8,0,20,1,0,174,0,0,0,0.0216064,7,4949.5,15,0,28,1.38965,2,1.88679,6.60377,44561.5,1,-740,674,2,310,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-35,eMBB,S6/N12/C1,0,CSI-RS,-114,-15,-3,0.8,0,20,1,0,92,0,0,0,0.0383911,12,4949.5,3,0.086908,2,0.734375,16,15.0943,11.3208,44561.5,1,-198,-586,26,466,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-36,eMBB,S1/N12/C3,0,CSI-RS,-103,-10,17,0.8,0,20,1,0,149,0,0,0,0.0216064,7,4949.5,13,0.0902918,25,1.18848,2,1.88679,6.60377,44561.5,1,-724,546,12,407,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-37,eMBB,S5/N12/C1,0,CSI-RS,-131,-20,-9,0.8,0,20,1,0,91,0,0,0,0.0351868,11,4947.5,0,0.409084,0,0.727051,25,23.5849,10.3774,44559.5,1,-1094,1429,16,2424,7,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-38,eMBB,S1/N12/C3,0,CSI-RS,-107,-11,12,0.8,0,20,1,0,100,0,0,0,0.0216064,7,4947.5,11,0.0899071,20,0.799316,2,1.88679,6.60377,44549.5,1,-721,542,12,409,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-39,eMBB,S1/N12/C3,0,CSI-RS,-134,-22,-11,0.8,0,20,1,0,91,0,0,0,0.0216064,7,4947.5,0,1,0,0.727051,25,23.5849,6.60377,44548.5,1,-1512,1447,2,1116,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-40,eMBB,S5/N12/C1,0,CSI-RS,-119,-12,2,0.8,0,20,1,0,94,0,0,0,0.0351868,11,4947.5,5,0.0739636,6,0.749023,7,6.60377,10.3774,44559.5,1,-1975,79,6,942,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-42,eMBB,S7/N12/C1,0,CSI-RS,-157,-44,-24,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4949.5,0,1,0,0.727051,25,23.5849,23.5849,44561.5,1,1770,-1360,32,1043,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-43,eMBB,S1/N12/C3,0,CSI-RS,-124,-15,-2,0.8,0,20,1,0,91,0,0,0,0.0216064,7,4947.5,3,0.0973005,3,0.727051,12,11.3208,6.60377,44559.5,1,-1938,48,26,1645,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-44,eMBB,S1/N12/C3,0,CSI-RS,-118,-12,3,0.8,0,20,1,0,89,0,0,0,0.0175934,6,4949.5,6,0.0964521,8,0.712891,5,4.71698,5.66038,44560.5,1,-1390,1131,16,883,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-45,eMBB,S3/N12/C2,0,CSI-RS,-128,-18,-6,0.8,0,20,1,0,85.5,0,0,0,0.0487976,15,4947.5,2,0.110663,0,0.6875,23.75,22.4057,14.1509,44550.5,1,454,-1265,46,1936,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-46,eMBB,S1/N12/C3,0,CSI-RS,-107,-10,13,0.8,0,20,1,0,110,0,0,0,0.0216064,7,4947.5,11,0.0899115,21,0.878418,2,1.88679,6.60377,44559.5,1,-732,553,36,405,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-47,eMBB,S4/N12/C3,0,CSI-RS,-131,-20,-9,0.8,0,20,1,0,41.4989,0,0,0,0.0216064,7,4947.5,0,0.409084,0,0.330344,11.6248,10.9668,6.60377,27865.4,1,1728,-1313,36,1561,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-48,eMBB,S5/N1/C3,0,CSI-RS,-157,-44,-24,0.8,0,20,1,0,91,0,0,0,0.0831909,25,4949.5,0,1,0,0.727051,25,23.5849,23.5849,44561.5,1,-1595,-1107,12,386,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-49,eMBB,S5/N12/C1,0,CSI-RS,-118,-12,3,0.8,0,20,1,0,89,0,0,0,0.0312042,10,4949.5,6,0.0964521,8,0.712891,5,4.71698,9.43396,44560.5,1,-1914,-5,22,855,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Indoor-50,eMBB,S4/N12/C3,0,CSI-RS,-137,-25,-14,0.8,0,20,1,0,41.4989,0,0,0,0.0247955,8,4947.5,0,1,0,0.330344,11.6248,10.9668,7.54717,27865.1,1,1469,-917,16,1233,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-51,eMBB,S4/N12/C3,0,CSI-RS,-89,-10,20,0.8,0,20,1,0,174,0,0,0,0.0216064,7,4949.5,15,0,28,1.38965,2,1.88679,6.60377,44561.5,1,1510,282,2,392,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-52,eMBB,S5/N12/C3,0,CSI-RS,-71,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-2159,-994,2,298,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-53,eMBB,S7/N12/C2,0,CSI-RS,-89,-10,32,0.8,0,20,1,0,174,0,0,0,0.0312042,10,4949.5,15,0,28,1.38965,2,1.88679,9.43396,44561.5,1,1334,-1163,2,579,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-54,eMBB,S2/N12/C1,0,CSI-RS,-85,-10,32,0.8,0,20,1,0,174,0,0,0,0.052002,16,4949.5,15,0,28,1.38965,2,1.88679,15.0943,44561.5,1,1441,1489,2,485,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-55,eMBB,S4/N1/C2,0,CSI-RS,-97,-10,22,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,2658,-127,2,841,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-56,eMBB,S2/N12/C2,0,CSI-RS,-81,-10,40,0.8,0,20,1,0,174,0,0,0,0.0415955,13,4947.5,15,0,28,1.38965,2,1.88679,12.2642,44559.5,1,1627,1023,2,396,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-57,eMBB,S3/N1/C3,0,CSI-RS,-88,-10,34,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-1264,-374,2,538,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-58,eMBB,S4/N12/C1,0,CSI-RS,-74,-10,25,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,1774,453,2,248,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-59,eMBB,S5/N12/C1,0,CSI-RS,-76,-10,24,0.8,0,20,1,0,174,0,0,0,0.0351868,11,4947.5,15,0,28,1.38965,2,1.88679,10.3774,44559.5,1,-1893,-444,2,416,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-60,eMBB,S6/N1/C1,0,CSI-RS,-93,-10,29,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-368,-356,2,731,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-61,eMBB,S1/N12/C3,0,CSI-RS,-94,-11,5,0.8,0,20,1,0,89,0,0,0,0.0216064,7,4949.5,7,0.0841315,11,0.712891,4,3.77358,6.60377,44560.5,1,-737,363,2,580,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-62,eMBB,S2/N12/C2,0,CSI-RS,-85,-10,37,0.8,0,20,1,0,174,0,0,0,0.0415955,13,4947.5,15,0,28,1.38965,2,1.88679,12.2642,44559.5,1,1575,1159,2,359,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-63,eMBB,S2/N12/C1,0,CSI-RS,-67,-10,40,0.8,0,20,1,0,174,0,0,0,0.0487976,15,4949.5,15,0,28,1.38965,2,1.88679,14.1509,44561.5,1,1189,1228,2,182,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-64,eMBB,S7/N1/C1,0,CSI-RS,-77,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,829,-474,2,299,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-65,eMBB,S1/N12/C2,0,CSI-RS,-91,-11,9,0.8,0,20,1,0,119,0,0,0,0.0351868,11,4947.5,9,0.0957555,17,0.950195,3,2.83019,10.3774,44559.5,1,205,971,2,742,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-66,eMBB,S3/N1/C1,0,CSI-RS,-85,-10,37,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-961,646,2,581,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-67,eMBB,S6/N1/C3,0,CSI-RS,-90,-10,32,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-712,-1073,2,585,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-68,eMBB,S2/N12/C1,0,CSI-RS,-76,-10,39,0.8,0,20,1,0,174,0,0,0,0.0487976,15,4949.5,15,0,28,1.38965,2,1.88679,14.1509,44561.5,1,1244,1433,2,382,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-69,eMBB,S6/N12/C1,0,CSI-RS,-89,-10,13,0.8,0,20,1,0,110,0,0,0,0.0351868,11,4945.5,11,0.0899115,21,0.878418,2,1.88679,10.3774,44545.5,1,-429,-340,2,768,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-70,eMBB,S3/N12/C1,0,CSI-RS,-88,-10,15,0.8,0,20,1,0,130,0,0,0,0.0592041,18,4949.5,12,0.0901927,23,1.03711,2,1.88679,16.9811,44561.5,1,-641,237,2,356,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-71,eMBB,S2/N1/C2,0,CSI-RS,-77,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4945.5,15,0,28,1.38965,2,1.88679,23.5849,44557.5,1,1609,1051,2,377,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-72,eMBB,S3/N12/C1,0,CSI-RS,-108,-12,3,0.8,0,20,1,0,89,0,0,0,0.0592041,18,4949.5,6,0.0964521,8,0.712891,5,4.71698,16.9811,44561.5,1,-734,584,2,563,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-73,eMBB,S3/N1/C2,0,CSI-RS,-75,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-798,-222,2,326,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-74,eMBB,S1/N1/C3,0,CSI-RS,-79,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-995,758,2,483,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-75,eMBB,S7/N1/C2,0,CSI-RS,-74,-10,40,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,1178,-722,2,263,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-76,eMBB,S1/N1/C2,0,CSI-RS,-75,-10,40,0.8,0,20,1,0,174,0,0,0,0.0728149,22,4949.5,15,0,28,1.38965,2,1.88679,20.7547,44561.5,1,-343,620,2,345,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-77,eMBB,S5/N1/C1,0,CSI-RS,-84,-10,38,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-1576,-640,2,385,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-78,eMBB,S2/N12/C1,0,CSI-RS,-73,-10,40,0.8,0,20,1,0,174,0,0,0,0.0487976,15,4947.5,15,0,28,1.38965,2,1.88679,14.1509,44559.5,1,1382,1441,2,417,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-79,eMBB,S5/N1/C2,0,CSI-RS,-87,-10,35,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-1196,-1021,2,714,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-80,eMBB,S1/N1/C1,0,CSI-RS,-87,-10,19,0.8,0,20,1,0,174,0,0,0,0.0728149,22,4949.5,15,0,28,1.38965,2,1.88679,20.7547,44561.5,1,-848,1207,2,433,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-81,eMBB,S5/N12/C1,0,CSI-RS,-98,-12,2,0.8,0,20,1,0,94,0,0,0,0.0351868,11,4949.5,5,0.0739636,6,0.749023,7,6.60377,10.3774,44560.5,1,-1707,-52,2,828,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-82,eMBB,S5/N12/C1,0,CSI-RS,-81,-10,13,0.8,0,20,1,0,110,0,0,0,0.0312042,10,4947.5,11,0.0899115,21,0.878418,2,1.88679,9.43396,44559.5,1,-1655,-361,2,552,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-83,eMBB,S1/N1/C1,0,CSI-RS,-80,-10,40,0.8,0,20,1,0,174,0,0,0,0.0695801,21,4949.5,15,0,28,1.38965,2,1.88679,19.8113,44561.5,1,-519,1358,2,451,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-84,eMBB,S2/N12/C1,0,CSI-RS,-79,-10,38,0.8,0,20,1,0,174,0,0,0,0.0487976,15,4949.5,15,0,28,1.38965,2,1.88679,14.1509,44561.5,1,1398,1212,2,231,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-85,eMBB,S4/N12/C3,0,CSI-RS,-84,-10,20,0.8,0,20,1,0,174,0,0,0,0.0216064,7,4947.5,15,0,28,1.38965,2,1.88679,6.60377,44559.5,1,1301,171,2,602,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-86,eMBB,S1/N1/C2,0,CSI-RS,-101,-10,21,0.8,0,20,1,0,174,0,0,0,0.0695801,21,4949.5,15,0,28,1.38965,2,1.88679,19.8113,44561.5,1,152,474,2,812,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-87,eMBB,S1/N12/C2,0,CSI-RS,-85,-10,14,0.8,0,20,1,0,120,0,0,0,0.0351868,11,4949.5,12,0.0896933,22,0.95752,2,1.88679,10.3774,44561.5,1,90,789,2,636,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-88,eMBB,S6/N12/C1,0,CSI-RS,-95,-13,0,0.8,0,20,1,0,91,0,0,0,0.0383911,12,4949.5,4,0.0687312,4,0.727051,10,9.43396,11.3208,44561.5,1,234,-111,2,1003,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-89,eMBB,S7/N12/C3,0,CSI-RS,-121,-13,0,0.8,0,20,1,0,91,0,0,0,0.0728149,22,4949.5,4,0.0687312,4,0.727051,10,9.43396,20.7547,44561.5,1,571,-1370,2,701,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-90,eMBB,S7/N1/C3,0,CSI-RS,-105,-10,17,0.8,0,20,1,0,149,0,0,0,0.0831909,25,4949.5,13,0.0902918,25,1.18848,2,1.88679,23.5849,44561.5,1,-17,-864,2,939,0,1
1672535700000,2023-01-01 01:15:00 ~ 01:29:59,900,Pedestrian-91,eMBB,S5/N1/C3,0,CSI-RS,-84,-10,38,0.8,0,20,1,0,174,0,0,0,0.0831909,25,4949.5,15,0,28,1.38965,2,1.88679,23.5849,44561.5,1,-2346,-940,2,461,0,1
