time (ms),datetime,samples,Viavi.UE.Name,Viavi.UE.Slice,Viavi.Cell.Name,Viavi.Cell.beam,Viavi.mMIMO.Type,Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.RsSinr,Viavi.UE.targetThroughputDl,Viavi.UE.anomalies,Viavi.QoS.Priority,Viavi.QoS.5qi,Viavi.DL.Latency,Viavi.QoS.Score,DRB.UECqiUl,DRB.UEBlerUl,Viavi.DRB.UeMcsUl,DRB.UEThpUl,RRU.PrbUsedUl,TB.TotNbrUl,DRB.UECqiDl,DRB.UEBlerDl,Viavi.DRB.UeMcsDl,DRB.UEThpDl,RRU.PrbUsedDl,RRU.PrbTotDl,RRU.PrbTotUl,TB.TotNbrDl,Viavi.CA.cells,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.UE.servingDistance,RRC.timingAdvance,Viavi.UE.RI
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-178,eMBB,S7/N12/C2,0,CSI-RS,-119,-12,2,12,0,20,1,0,9.74444,0,0,0,0.0351868,11,3147.5,5,0.0739636,6,1.1707,10.7312,10.1238,10.3774,26963.9,1,1705,-1352,2,985,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-179,eMBB,S6/N12/C2,0,CSI-RS,-86,-10,35,12,0,20,1,0,95,0,0,0,0.0695801,21,3149.5,15,0,28,11.4375,16,15.0943,19.8113,28361.5,1,180,-1382,2,454,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-180,eMBB,S1/N1/C2,0,CSI-RS,-87,-10,35,12,0,20,1,0,95,0,0,0,0.0695801,21,3149.5,15,0,28,11.4375,16,15.0943,19.8113,28361.5,1,-111,984,2,431,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-181,eMBB,S2/N1/C2,0,CSI-RS,-96,-10,25,12,0,20,1,0,95,0,0,0,0.120789,36,3149.5,15,0,28,11.4375,16,15.0943,33.9623,28358.5,1,1900,430,2,912,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-182,eMBB,S2/N1/C3,0,CSI-RS,-82,-10,40,12,0,20,1,0,95,0,0,0,0.0552063,17,3149.5,15,0,28,11.4375,16,15.0943,16.0377,28358.5,1,892,704,2,485,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-183,eMBB,S2/N1/C2,0,CSI-RS,-85,-10,36,12,0,20,1,0,95,0,0,0,0.117615,35,3145.5,15,0,28,11.4375,16,15.0943,33.0189,28352.5,1,1735,1086,2,504,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-184,eMBB,S7/N12/C3,0,CSI-RS,-95,-11,6,12,0,20,1,0,40.5022,0,0,0,0.0695801,21,3149.5,7,0.084866,12,4.86896,22.6264,21.3457,19.8113,14198,1,126,-897,2,802,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-185,eMBB,S1/N12/C2,0,CSI-RS,-97,-13,0,12,0,20,1,0,6.20556,0,0,0,0.0312042,10,3149.5,4,0.0687312,4,0.771379,10.6046,10.0043,9.43396,28360.5,1,73,509,2,726,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-186,eMBB,S2/N1/C1,0,CSI-RS,-71,-10,40,12,0,20,1,0,95,0,0,0,0.179199,53,3149.5,15,0,28,11.4375,16,15.0943,50,28360.5,1,1151,1257,2,221,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-187,eMBB,S2/N12/C2,0,CSI-RS,-85,-10,35,12,0,20,1,0,79.1333,0,0,0,0.0415955,13,3149.5,15,0,28,9.47069,13.2514,12.5013,12.2642,24824.4,1,1585,744,2,467,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-188,eMBB,S4/N12/C3,0,CSI-RS,-89,-10,19,12,0,20,1,0,41.1022,0,0,0,0.0216064,7,3149.5,15,0,28,4.91386,6.90716,6.51619,6.60377,28357.5,1,1607,-178,2,509,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-189,eMBB,S2/N12/C3,0,CSI-RS,-90,-11,5,12,0,20,1,0,28.0911,0,0,0,0.0552063,17,3149.5,7,0.0841315,11,3.37533,17.909,16.8953,16.0377,21954.2,1,582,735,2,722,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-190,eMBB,S1/N1/C2,0,CSI-RS,-92,-10,30,12,0,20,1,0,95,0,0,0,0.0695801,21,3149.5,15,0,28,11.4375,16,15.0943,19.8113,28361.5,1,-9,253,2,839,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-191,eMBB,S1/N12/C1,0,CSI-RS,-75,-10,17,12,0,20,1,0,92,0,0,0,0.0864258,26,3149.5,13,0.0902918,25,11.0703,18,16.9811,24.5283,28358.5,1,-730,1071,2,254,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-192,eMBB,S7/N12/C2,0,CSI-RS,-97,-10,21,12,0,20,1,0,61.8389,0,0,0,0.0351868,11,3149.5,15,0,28,7.43393,10.4178,9.82809,10.3774,28360.5,1,1136,-1367,2,645,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-193,eMBB,S1/N12/C2,0,CSI-RS,-80,-10,16,12,0,20,1,0,50.1178,0,0,0,0.0312042,10,3149.5,13,0.0904978,24,6.02197,10.4796,9.88644,9.43396,28360.5,1,-160,580,2,497,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-194,eMBB,S2/N1/C3,0,CSI-RS,-74,-10,40,12,0,20,1,0,95,0,0,0,0.0552063,17,3149.5,15,0,28,11.4375,16,15.0943,16.0377,28358.5,1,1013,1035,2,219,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-195,eMBB,S7/N1/C1,0,CSI-RS,-97,-10,25,12,0,20,1,0,95,0,0,0,0.117615,35,3149.5,15,0,28,11.4375,16,15.0943,33.0189,28361.5,1,1309,-566,2,437,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-196,eMBB,S2/N12/C3,0,CSI-RS,-93,-13,1,12,0,20,1,0,13.9433,0,0,0,0.0552063,17,3147.5,4,0.0733508,5,1.67283,17.9341,16.9189,16.0377,21505.1,1,300,949,2,937,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-197,eMBB,S1/N1/C1,0,CSI-RS,-80,-10,15,12,0,20,1,0,94,0,0,0,0.0695801,21,3147.5,12,0.0901927,23,11.3047,21,19.8113,19.8113,28359.5,1,-658,1450,2,556,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-198,eMBB,S4/N12/C3,0,CSI-RS,-99,-11,6,12,0,20,1,0,12.0289,0,0,0,0.0216064,7,3149.5,7,0.084866,12,1.45766,6.94926,6.5559,6.60377,28356.5,1,1274,-416,2,906,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-199,eMBB,S1/N1/C3,0,CSI-RS,-84,-10,38,12,0,20,1,0,95,0,0,0,0.117615,35,3149.5,15,0,28,11.4375,16,15.0943,33.0189,28361.5,1,-959,729,2,459,0,1
1672562700000,2023-01-01 08:45:00 ~ 08:59:59,900,Pedestrian-200,eMBB,S5/N1/C2,0,CSI-RS,-92,-10,30,12,0,20,1,0,95,0,0,0,0.0895996,27,3149.5,15,0,28,11.4375,16,15.0943,25.4717,28361.5,1,-1218,-1070,2,706,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-1,eMBB,S7/N12/C2,0,CSI-RS,-120.053,-12.04,1.95111,8,0,20,1,0,15.2967,0,0,0,0.0352403,11.0133,447.51,4.97778,0.075453,5.97333,1.22528,11.2528,10.6159,10.3899,3220.06,1,1423,-775,31.9889,506,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-2,eMBB,S3/N12/C3,0,CSI-RS,-117.298,-12.2544,2.74111,8,0,20,1,0,51.3189,0,0,0,0.0887712,26.7533,445.533,5.93333,0.106492,7.91111,4.1375,27.7531,26.1822,25.239,2820.66,1,-1938,83,12,989.052,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-3,eMBB,S7/N12/C2,0,CSI-RS,-121,-13,0,8,0,20,1,0,10.2233,0,0,0,0.0312637,10.0156,449.5,4,0.0687312,4,0.820254,11.11,10.4811,9.44864,3261.02,1,1744,-1406,46,1050,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-4,eMBB,S1/N12/C2,0,CSI-RS,-136.093,-25.0844,-14.0444,8,0,20,1,0,3.44111,0,0,0,0.035058,10.96,447.51,0,1,0,0.284123,10.6786,10.0742,10.3396,3948.59,1,520,-1309,35.9844,2444.13,6.96111,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-5,eMBB,S4/N12/C3,0,CSI-RS,-133.107,-22.0978,-11.0578,8,0,20,1,0,2.04222,0,0,0,0.0216597,7.01333,447.51,0,1,0,0.180671,7.29259,6.8798,6.61635,4042.54,1,1730,-1331,25.9956,1575.74,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-6,eMBB,S5/N1/C2,0,CSI-RS,-157,-44,-24,8,0,20,1,0,27.9778,0,0,0,0.0862844,25.9578,449.5,0,1,0,2.20935,72.9458,68.8168,24.4885,4061.5,1,-1974,99,2,962,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-7,eMBB,S3/N12/C2,0,CSI-RS,-139.08,-27.0756,-16.0356,8,0,20,1,0,5.00667,0,0,0,0.0518686,15.9578,447.51,0,1,0,0.414179,14.7932,13.9559,15.0545,3713.39,1,473,-1316,25.9956,1977.62,0.994444,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-8,eMBB,S3/N12/C2,0,CSI-RS,-113.316,-11.2567,6.70667,8,0,20,1,0,47.4778,0,0,0,0.0485595,14.9267,445.533,7.91222,0.0926821,12.8556,3.80586,15.9022,15.0021,14.0818,4053.53,1,-622,-160,12,404.467,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-9,eMBB,S1/N12/C3,0,CSI-RS,-125.142,-15.1289,-3.09333,8,0,20,1,0,3.81667,0,0,0,0.0175587,5.98667,447.51,2.98667,0.0909661,1.99111,0.287538,6.86531,6.47671,5.6478,4056.51,1,-1398,1106,2,885,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-10,eMBB,S4/N12/C3,0,CSI-RS,-125.116,-15.1067,-3.09333,8,0,20,1,0,4.01,0,0,0,0.0216144,7,447.51,2.98667,0.0909661,1.99111,0.306659,7.25284,6.8423,6.60377,4042.53,1,1320,-850,25.9956,1228.44,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-11,eMBB,S3/N1/C1,0,CSI-RS,-123.151,-14.1333,-0.106667,8,0,20,1,0,79.6822,0,0,0,0.117073,34.84,447.51,3.98222,0.0728702,3.98222,6.41186,83.7391,78.9992,32.8679,4047.53,1,-711,553,31.9889,544.167,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-12,eMBB,S3/N12/C2,0,CSI-RS,-126.116,-18.1044,-6.07778,8,0,20,1,0,5.16111,0,0,0,0.048898,15.0267,447.51,1.99111,0.114589,0.00111111,0.425962,15.0479,14.1961,14.1761,3370.75,1,-246,-623,25.9956,982.967,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,899,Indoor-13,eMBB,S6/N12/C1,0,CSI-RS,-105.058,-10.0378,14.9566,7.9911,0,20,1,0,75.8198,0,0,0,0.0384891,12.0267,447.003,11.9867,0.0912047,22.9744,6.06263,11.3793,10.7352,11.3459,4053.01,0.998888,-245,-590,32,471.475,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-14,eMBB,S1/N12/C2,0,CSI-RS,-157,-44,-24,8,0,20,1,0,3.49444,0,0,0,0.0350811,10.9689,449.5,0,1,0,0.283691,10.6672,10.0634,10.348,3950.6,1,-1542,1432,12,1135,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-15,eMBB,S1/N12/C3,0,CSI-RS,-116.089,-11.0889,4.88889,8,0,20,1,0,14.9789,0,0,0,0.0175587,5.98667,447.51,6.96889,0.088202,10.9511,1.19952,6.57148,6.19951,5.6478,4056.51,1,-726,542,31.9889,412,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-16,eMBB,S4/N12/C3,0,CSI-RS,-135.098,-24.0889,-13.0489,8,0,20,1,0,2.01667,0,0,0,0.0216011,6.99667,447.51,0,1,0,0.178756,7.23272,6.82332,6.60063,4054.52,1,783,-1134,16,1761.38,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-17,eMBB,S5/N12/C2,0,CSI-RS,-111.204,-11.1467,9.84889,8,0,20,1,0,92.6067,0,0,0,0.0693136,20.92,447.51,9.95556,0.0920852,17.92,7.38265,20.984,19.7962,19.7358,4042.54,1,-1552,-1082,16,406,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-18,eMBB,S6/N12/C2,0,CSI-RS,-125.133,-15.1289,-2.09778,8,0,20,1,0,48.8056,0,0,0,0.0692549,20.9033,447.51,2.98667,0.101313,2.98667,3.92965,61.7953,58.2975,19.7201,4047.53,1,521,-1225,41.9778,671.661,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-19,eMBB,S4/N12/C3,0,CSI-RS,-132.111,-21.1022,-10.0622,8,0,20,1,0,2.01667,0,0,0,0.0216357,7.00667,447.51,0,0.639737,0,0.178505,7.22531,6.81633,6.61006,4044.53,1,1399,-896,12,1235.89,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-20,eMBB,S3/N12/C1,0,CSI-RS,-119.169,-12.1422,1.88444,8,0,20,1,0,33.4011,0,0,0,0.0590413,17.95,447.51,4.97778,0.0780793,5.97333,2.68644,24.0158,22.6564,16.934,2040.99,1,-744,589,16,562.978,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-21,eMBB,S3/N12/C2,0,CSI-RS,-133.107,-22.0978,-11.0578,8,0,20,1,0,5.07,0,0,0,0.0486928,14.9667,447.51,0,1,0,0.412734,14.7252,13.8917,14.1195,3626.28,1,566,-1327,12,2052.26,1.98889,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-22,eMBB,S4/N12/C3,0,CSI-RS,-133.107,-22.0978,-10.0622,8,0,20,1,0,2.01667,0,0,0,0.0216251,7.00333,447.51,0,0.639737,0,0.178672,7.22926,6.82006,6.60692,4047.52,1,1487,-802,45.9733,1116.96,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-23,eMBB,S4/N12/C3,0,CSI-RS,-131.116,-20.1067,-8.07111,8,0,20,1,0,2.01667,0,0,0,0.0216011,6.99667,447.51,0.995556,0.26653,0,0.178653,7.22975,6.82052,6.60063,4046.52,1,1387,-914,25.9956,1257.73,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-24,eMBB,S6/N12/C1,0,CSI-RS,-109.26,-11.1989,9.69667,8,0,20,1,0,50.9356,0,0,0,0.0384882,12.0233,445.533,9.89222,0.097162,17.8033,4.07662,11.8298,11.1601,11.3428,3799.54,1,-247,-606,45.9467,461.44,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-25,eMBB,S1/N12/C3,0,CSI-RS,-114.036,-12.0356,3.94667,8,0,20,1,0,13.2233,0,0,0,0.0175587,5.98667,447.51,5.97778,0.0912065,9.95556,1.06584,6.57309,6.20102,5.6478,4055.51,1,-731,554,31.9889,404,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-26,eMBB,S1/N12/C1,0,CSI-RS,-124.071,-15.0578,-2.06667,8,0,20,1,0,32.8844,0,0,0,0.0860229,25.88,447.51,2.98667,0.101313,2.98667,2.63617,41.3988,39.0554,24.4151,2038.99,1,-1103,1433,12,774,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-27,eMBB,S6/N12/C1,0,CSI-RS,-117,-12,1,8,0,20,1,0,13.9689,0,0,0,0.0386633,12.0778,449.5,4,0.0733508,5,1.11765,12.1573,11.4691,11.3941,3503.05,1,-213,-544,32,510,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:00:00,1,Indoor-28,eMBB,S1/N12/C3,0,CSI-RS,-148,-36,-24,0,0,20,1,0,100,0,0,0,0,0,0,0,1,0,0.271973,7.66667,7.2327,0,12,0,-1517,1437,2,0,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-29,eMBB,S3/N12/C1,0,CSI-RS,-113.196,-11.1467,7.85778,8,0,20,1,0,71.7178,0,0,0,0.0550009,16.9367,447.51,7.96444,0.0883086,13.9378,5.76631,20.996,19.8076,15.978,4046.53,1,-727,545,35.9844,530.328,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-30,eMBB,S7/N12/C2,0,CSI-RS,-122,-13,0,8,0,20,1,0,10.2822,0,0,0,0.0312433,10.01,449.5,4,0.0687312,4,0.823655,11.1551,10.5236,9.4434,3269.99,1,1836,-993,12,948,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:00:00,1,Indoor-31,eMBB,S3/N12/C1,0,CSI-RS,-149,-37,-24,0,0,20,1,0,100,0,0,0,0,0,0,0,1,0,0.836914,28.4444,26.8344,0,15,0,-1914,115,46,0,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-32,eMBB,S1/N12/C1,0,CSI-RS,-129.04,-18.0356,-7.03556,8,0,20,1,0,15.9589,0,0,0,0.0891649,26.87,447.51,0.995556,0.173891,0,1.25702,41.3915,39.0486,25.3491,2038.49,1,-1105,1434,16,776,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-33,eMBB,S1/N12/C3,0,CSI-RS,-94,-10,26,8,0,20,1,0,57.63,0,0,0,0.0216988,7.02667,449.5,15,0,28,4.63342,6.51556,6.14675,6.62893,4059.51,1,-740,674,2,310,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:00:00,1,Indoor-34,eMBB,S6/N12/C2,0,CSI-RS,-157,-44,-24,0,0,20,1,0,100,0,0,0,0,0,0,0,1,0,1.81543,57.2222,53.9832,0,16,0,-195,-520,42,0,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-35,eMBB,S6/N12/C1,0,CSI-RS,-114,-16,-3,8,0,20,1,0,6.99889,0,0,0,0.0386633,12.0778,449.5,3,0.086908,2,0.558083,12.2288,11.5366,11.3941,3405.54,1,-198,-586,26,466,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-36,eMBB,S1/N12/C3,0,CSI-RS,-103,-10,16,8,0,20,1,0,46.6144,0,0,0,0.021681,7.02222,449.5,13,0.0904978,24,3.72793,6.51704,6.14815,6.62474,4059.51,1,-724,546,12,407,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-37,eMBB,S5/N12/C1,0,CSI-RS,-131.022,-20.0222,-9.02222,8,0,20,1,0,3.65778,0,0,0,0.0350802,10.9667,447.51,0,0.41171,0,0.28999,10.773,10.1632,10.3459,3651.78,1,-1094,1429,16,2414.78,6.96111,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-38,eMBB,S1/N12/C3,0,CSI-RS,-107.076,-11.0756,11.8711,8,0,20,1,0,33.8911,0,0,0,0.0215272,6.97556,447.51,10.9511,0.0939519,19.9111,2.70476,6.51815,6.1492,6.58071,4056.51,1,-721,542,12,409,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-39,eMBB,S1/N12/C3,0,CSI-RS,-134.102,-23.0933,-11.0578,8,0,20,1,0,2.00333,0,0,0,0.0215451,6.98,447.51,0,1,0,0.167791,6.90901,6.51794,6.58491,4056.51,1,-1512,1447,2,1116,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-40,eMBB,S5/N12/C1,0,CSI-RS,-119.169,-13.1378,-0.106667,8,0,20,1,0,9.87889,0,0,0,0.0353548,11.0467,447.51,3.98222,0.0728702,3.98222,0.790669,10.9932,10.371,10.4214,3735.47,1,-1975,79,6,942,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:00:00,1,Indoor-41,eMBB,S3/N1/C1,0,CSI-RS,-149,-37,-24,0,0,20,1,0,100,0,0,0,0,0,0,0,1,0,1.13965,34.5556,32.5996,0,13,0,-1912,802,16,0,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-42,eMBB,S7/N12/C1,0,CSI-RS,-157,-44,-24,8,0,20,1,0,12.9756,0,0,0,0.086239,25.9444,449.5,0,1,0,1.02251,34.712,32.7471,24.4759,4041.53,1,1770,-1360,32,1043,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-43,eMBB,S1/N12/C3,0,CSI-RS,-124.058,-16.04,-4.04444,8,0,20,1,0,3.10556,0,0,0,0.0217327,7.03556,447.51,1.99111,0.0908927,0.995556,0.22727,7.15951,6.75425,6.63732,4058.51,1,-1938,48,25.9956,1640.91,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-44,eMBB,S1/N12/C3,0,CSI-RS,-118,-12,2,8,0,20,1,0,8.98,0,0,0,0.0177375,6.04,449.5,5,0.0739636,6,0.707169,6.64272,6.26671,5.69811,4047.53,1,-1390,1131,16,883,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-45,eMBB,S3/N12/C2,0,CSI-RS,-128.129,-18.1156,-7.07556,8,0,20,1,0,5.07,0,0,0,0.0486839,14.9644,447.51,0.995556,0.173891,0,0.412589,14.716,13.8831,14.1174,3624.82,1,454,-1265,45.9733,1928.69,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-46,eMBB,S1/N12/C3,0,CSI-RS,-107.102,-11.0356,11.9167,8,0,20,1,0,34,0,0,0,0.0216873,7.02222,447.51,10.9556,0.090264,19.9122,2.71234,6.75407,6.37177,6.62474,4059.51,1,-732,553,35.9844,405,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-47,eMBB,S4/N12/C3,0,CSI-RS,-131.116,-20.1067,-9.06667,8,0,20,1,0,2.04333,0,0,0,0.0216597,7.01333,447.51,0,0.41171,0,0.180739,7.29728,6.88423,6.61635,4041.54,1,1728,-1313,35.9844,1557.78,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-48,eMBB,S5/N1/C3,0,CSI-RS,-157,-44,-24,8,0,20,1,0,27.9967,0,0,0,0.0863298,25.9711,449.5,0,1,0,2.21066,72.991,68.8594,24.501,4060.5,1,-1595,-1107,12,386,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-49,eMBB,S5/N12/C1,0,CSI-RS,-118,-13,0,8,0,20,1,0,9.87556,0,0,0,0.0313856,10.0511,449.5,4,0.0687312,4,0.79065,10.8,10.1887,9.48218,3709.23,1,-1914,-5,22,855,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Indoor-50,eMBB,S4/N12/C3,0,CSI-RS,-137.089,-25.0844,-14.0444,8,0,20,1,0,2.02556,0,0,0,0.0248276,8.00667,447.51,0,1,0,0.179257,7.24617,6.83601,7.55346,4043.54,1,1469,-917,16,1229.33,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-51,eMBB,S4/N12/C3,0,CSI-RS,-89,-10,17,8,0,20,1,0,53.0489,0,0,0,0.0218669,7.07556,449.5,13,0.0902918,25,4.2379,6.93951,6.5467,6.67505,4058.51,1,1510,282,2,392,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-52,eMBB,S5/N12/C3,0,CSI-RS,-71,-10,40,8,0,20,1,0,97.99,0,0,0,0.12054,35.9267,449.5,15,0,28,7.85463,11.0004,10.3777,33.8931,4060.5,1,-2159,-994,2,298,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-53,eMBB,S7/N12/C2,0,CSI-RS,-89,-10,30.9956,8,0,20,1,0,89.6344,0,0,0,0.0312433,10.01,449.5,15,0,28,7.18687,10.0732,9.50303,9.4434,4061.5,1,1334,-1163,2,579,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-54,eMBB,S2/N12/C1,0,CSI-RS,-85,-10,30.0033,8,0,20,1,0,97.9833,0,0,0,0.0520598,16.0156,449.5,15,0,28,7.85414,11.0002,10.3776,15.109,4061.5,1,1441,1489,2,485,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-55,eMBB,S4/N1/C2,0,CSI-RS,-97,-10.0011,17.0078,8,0,20,1,0,92.0533,0,0,0,0.360439,105.882,449.5,13.01,0.0896902,25.0078,7.37135,12.0168,11.3366,99.8889,4061.5,1,2658,-127,2,841,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-56,eMBB,S2/N12/C2,0,CSI-RS,-81.0311,-10,39.9733,8,0,20,1,0,97.9633,0,0,0,0.0418693,13.0767,447.51,15,0,28,7.85252,11.008,10.3849,12.3365,4059.51,1,1627,1023,2,396,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-57,eMBB,S3/N1/C3,0,CSI-RS,-88,-10,34,8,0,20,1,0,97.99,0,0,0,0.120494,35.9133,449.5,15,0,28,7.85467,11.001,10.3783,33.8805,4061.5,1,-1264,-374,2,538,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-58,eMBB,S4/N12/C1,0,CSI-RS,-74,-10,17.0133,8,0,20,1,0,92.0322,0,0,0,0.359479,105.602,449.5,13.0089,0.0898921,25.0056,7.36951,12.0042,11.3247,99.6247,4061.5,1,1774,453,2,248,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-59,eMBB,S5/N12/C1,0,CSI-RS,-76.0756,-10,16.0578,8,0,20,1,0,73.6244,0,0,0,0.0351841,10.9967,447.51,13.0089,0.0900956,24.0178,5.89219,10.2489,9.66876,10.3742,4059.51,1,-1893,-444,2,419.622,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-60,eMBB,S6/N1/C1,0,CSI-RS,-93,-10,29,8,0,20,1,0,97.9878,0,0,0,0.178805,52.8844,449.5,15,0,28,7.8545,10.9986,10.3761,49.891,4059.5,1,-368,-356,2,731,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-61,eMBB,S1/N12/C3,0,CSI-RS,-94,-12,4,8,0,20,1,0,13.3778,0,0,0,0.021681,7.02222,449.5,6,0.0904384,10,1.07629,6.60642,6.23247,6.62474,4049.53,1,-737,363,2,580,0,1
1672563600000,2023-01-01 09:00:00 ~ 09:14:59,900,Pedestrian-62,eMBB,S2/N12/C2,0,CSI-RS,-85.0356,-10.0011,35.9356,8,0,20,1,0,97.8889,0,0,0,0.0415778,12.9911,447.51,14.9911,9.42955e-05,27.9822,7.84653,10.9984,10.3758,12.2558,4058.51,1,1575,1159,2,362.422,0,1
